Fund,Year,L2_Distance,Sector,Quantile
BULIX,1999,0.0074522831515259,utilities,5
BULIX,2000,0.0104599967045178,utilities,9
BULIX,2001,0.0094178734318696,utilities,7
BULIX,2002,0.0100655645153442,utilities,8
BULIX,2003,0.0050390214818292,utilities,3
BULIX,2004,0.0043951788581997,utilities,1
BULIX,2005,0.0050070661863801,utilities,2
BULIX,2006,0.0036950541032531,utilities,1
BULIX,2007,0.0054719699247055,utilities,3
BULIX,2008,0.0097448250165641,utilities,8
BULIX,2009,0.0066790453203923,utilities,5
BULIX,2010,0.0039734424039164,utilities,1
BULIX,2011,0.0042881330631046,utilities,1
BULIX,2012,0.0057429383812769,utilities,4
BULIX,2013,0.0058431703604556,utilities,4
BULIX,2014,0.00604100139206,utilities,4
BULIX,2015,0.0064372816266513,utilities,4
BULIX,2016,0.0078856540836027,utilities,6
BULIX,2017,0.0054733981716846,utilities,3
BULIX,2018,0.0082622012138134,utilities,6
BULIX,2019,0.0063533188893349,utilities,4
BULIX,2020,0.0133145635314603,utilities,10
BULIX,2021,0.0078122245320028,utilities,6
BULIX,2022,0.0098198621427336,utilities,8
BULIX,2023,0.0096144163489725,utilities,8
BULIX,2024,0.0098988478340594,utilities,8
BULIX,2025,0.0108415930230744,utilities,9
EVUAX,1999,0.0094035202052337,utilities,7
EVUAX,2000,0.0132834873600888,utilities,10
EVUAX,2001,0.0091005220994235,utilities,7
EVUAX,2002,0.0095624691313669,utilities,8
EVUAX,2003,0.0048931853916838,utilities,2
EVUAX,2004,0.0042574210165801,utilities,1
EVUAX,2005,0.0050385573962485,utilities,3
EVUAX,2006,0.0038722118028481,utilities,1
EVUAX,2007,0.005486690982939,utilities,3
EVUAX,2008,0.0090081004631459,utilities,7
EVUAX,2009,0.0050752960112741,utilities,3
EVUAX,2010,0.0043130000036685,utilities,1
EVUAX,2011,0.0040086898488512,utilities,1
EVUAX,2012,0.00356167596765,utilities,1
EVUAX,2013,0.0039181676979991,utilities,1
EVUAX,2014,0.0049463799430843,utilities,2
EVUAX,2015,0.0059092319274869,utilities,4
EVUAX,2016,0.0069524857501816,utilities,5
EVUAX,2017,0.00498772968299,utilities,2
EVUAX,2018,0.0072171350129419,utilities,5
EVUAX,2019,0.0144482749104772,utilities,10
EVUAX,2020,0.0143969715784955,utilities,10
EVUAX,2021,0.0111802430257345,utilities,9
EVUAX,2022,0.0109910854363401,utilities,9
EVUAX,2023,0.0086713994348884,utilities,7
EVUAX,2024,0.0089535520168294,utilities,7
EVUAX,2025,0.0087133081224946,utilities,7
FIUIX,1999,0.0088348879551598,utilities,7
FIUIX,2000,0.0220911856342694,utilities,10
FIUIX,2001,0.0076864539896305,utilities,6
FIUIX,2002,0.010328045415393,utilities,9
FIUIX,2003,0.005950946079182,utilities,4
FIUIX,2004,0.0044081184360771,utilities,2
FIUIX,2005,0.0047106545489181,utilities,2
FIUIX,2006,0.0038461437177597,utilities,1
FIUIX,2007,0.0053437040419394,utilities,3
FIUIX,2008,0.0096912318931185,utilities,8
FIUIX,2009,0.0071510737076045,utilities,5
FIUIX,2010,0.0040798931116233,utilities,1
FIUIX,2011,0.004636265918908,utilities,2
FIUIX,2012,0.0040692740809116,utilities,1
FIUIX,2013,0.0044013952674395,utilities,1
FIUIX,2014,0.0045962212798424,utilities,2
FIUIX,2015,0.0051442364862831,utilities,3
FIUIX,2016,0.0063619955894633,utilities,4
FIUIX,2017,0.0048541002583166,utilities,2
FIUIX,2018,0.0080386919497989,utilities,6
FIUIX,2019,0.0065632170833286,utilities,4
FIUIX,2020,0.0101751983549828,utilities,9
FIUIX,2021,0.0068212210523574,utilities,5
FIUIX,2022,0.00866911757397,utilities,7
FIUIX,2023,0.0082170138466168,utilities,6
FIUIX,2024,0.0094624177982648,utilities,8
FIUIX,2025,0.0096066766815918,utilities,8
FKUTX,1999,0.0082132117789757,utilities,6
FKUTX,2000,0.0128503760004251,utilities,10
FKUTX,2001,0.0127740890279806,utilities,10
FKUTX,2002,0.0112327259048418,utilities,9
FKUTX,2003,0.005630835552707,utilities,3
FKUTX,2004,0.0048501920690014,utilities,2
FKUTX,2005,0.0053845523411378,utilities,3
FKUTX,2006,0.0054561715939399,utilities,3
FKUTX,2007,0.0078673627461368,utilities,6
FKUTX,2008,0.0112575994611957,utilities,9
FKUTX,2009,0.0077750617935582,utilities,6
FKUTX,2010,0.0047474470378609,utilities,2
FKUTX,2011,0.0049918941870315,utilities,2
FKUTX,2012,0.0043978417330234,utilities,1
FKUTX,2013,0.0051230679445052,utilities,3
FKUTX,2014,0.0064968561294509,utilities,4
FKUTX,2015,0.0083472604767474,utilities,6
FKUTX,2016,0.0084708542904629,utilities,6
FKUTX,2017,0.0059630067674035,utilities,4
FKUTX,2018,0.0095178240255156,utilities,8
FKUTX,2019,0.0070155515424973,utilities,5
FKUTX,2020,0.016164007832513,utilities,10
FKUTX,2021,0.0083368161710318,utilities,6
FKUTX,2022,0.0099303014539867,utilities,8
FKUTX,2023,0.0095013690736103,utilities,8
FKUTX,2024,0.0105081889426396,utilities,9
FKUTX,2025,0.0095560600541985,utilities,8
FSUTX,1999,0.0099087415234591,utilities,8
FSUTX,2000,0.0126846818063812,utilities,10
FSUTX,2001,0.0096256908827178,utilities,8
FSUTX,2002,0.0102764346149335,utilities,9
FSUTX,2003,0.0062116448596771,utilities,4
FSUTX,2004,0.0046313089248995,utilities,2
FSUTX,2005,0.0044583368085413,utilities,2
FSUTX,2006,0.0041459057009315,utilities,1
FSUTX,2007,0.0075225058722022,utilities,5
FSUTX,2008,0.0124562503059388,utilities,10
FSUTX,2009,0.0091839499305648,utilities,7
FSUTX,2010,0.0049804718786653,utilities,2
FSUTX,2011,0.0054542248760404,utilities,3
FSUTX,2012,0.0049777152094449,utilities,2
FSUTX,2013,0.0050630398753082,utilities,3
FSUTX,2014,0.0068731365157773,utilities,5
FSUTX,2015,0.0081157279903774,utilities,6
FSUTX,2016,0.0086750305535736,utilities,7
FSUTX,2017,0.0063763385908234,utilities,4
FSUTX,2018,0.0102782812320686,utilities,9
FSUTX,2019,0.0070918306516286,utilities,5
FSUTX,2020,0.0149957998432727,utilities,10
FSUTX,2021,0.0078840539790323,utilities,6
FSUTX,2022,0.0101385476840394,utilities,9
FSUTX,2023,0.0094378903134991,utilities,8
FSUTX,2024,0.0103379307238976,utilities,9
FSUTX,2025,0.0095044308717942,utilities,8
FUGAX,1999,0.007240902261343,utilities,5
FUGAX,2000,0.0146074347787404,utilities,10
FUGAX,2001,0.0091699674406082,utilities,7
FUGAX,2002,0.010427123778665,utilities,9
FUGAX,2003,0.0062205317822217,utilities,4
FUGAX,2004,0.004632143490375,utilities,2
FUGAX,2005,0.004447270040461,utilities,2
FUGAX,2006,0.0042468819381794,utilities,1
FUGAX,2007,0.0074225892846339,utilities,5
FUGAX,2008,0.0123666791365651,utilities,10
FUGAX,2009,0.0092431948297873,utilities,7
FUGAX,2010,0.0050060923272279,utilities,2
FUGAX,2011,0.0055007713709486,utilities,3
FUGAX,2012,0.004993574933363,utilities,2
FUGAX,2013,0.0050205216420986,utilities,3
FUGAX,2014,0.0065069062328962,utilities,4
FUGAX,2015,0.0080575916893969,utilities,6
FUGAX,2016,0.0086518739003487,utilities,7
FUGAX,2017,0.0059467843241169,utilities,4
FUGAX,2018,0.0090416639136192,utilities,7
FUGAX,2019,0.0070787715304046,utilities,5
FUGAX,2020,0.0143244343007893,utilities,10
FUGAX,2021,0.0079075888050602,utilities,6
FUGAX,2022,0.0099831918013288,utilities,8
FUGAX,2023,0.0092657368707301,utilities,7
FUGAX,2024,0.0100271701683544,utilities,8
FUGAX,2025,0.0093666377334581,utilities,7
GASFX,1999,0.0105206790273467,utilities,9
GASFX,2000,0.015782793355016,utilities,10
GASFX,2001,0.0163552191871642,utilities,10
GASFX,2002,0.0114625689004786,utilities,9
GASFX,2003,0.0062360140355113,utilities,4
GASFX,2004,0.0051334619558988,utilities,3
GASFX,2005,0.0054315636585104,utilities,3
GASFX,2006,0.0044864467730885,utilities,2
GASFX,2007,0.0073741038372718,utilities,5
GASFX,2008,0.0115120949268997,utilities,9
GASFX,2009,0.0067791302480294,utilities,5
GASFX,2010,0.0050718457479457,utilities,3
GASFX,2011,0.005220355360788,utilities,3
GASFX,2012,0.0041120988751911,utilities,1
GASFX,2013,0.0045161363403517,utilities,2
GASFX,2014,0.0057087648738636,utilities,4
GASFX,2015,0.0077778552582732,utilities,6
GASFX,2016,0.007661851113927,utilities,5
GASFX,2017,0.0052622002739931,utilities,3
GASFX,2018,0.0108257368224182,utilities,9
GASFX,2019,0.0065250728423494,utilities,4
GASFX,2020,0.0140295521840934,utilities,10
GASFX,2021,0.0091585479342395,utilities,7
GASFX,2022,0.0101700549436431,utilities,9
GASFX,2023,0.0079584705328269,utilities,6
GASFX,2024,0.0087404084221633,utilities,7
GASFX,2025,0.0112750500366584,utilities,9
ICTUX,1999,0.0414531813652025,utilities,10
ICTUX,2000,0.010649490396783,utilities,9
ICTUX,2001,0.0083536649423311,utilities,6
ICTUX,2002,0.008633635159227,utilities,7
ICTUX,2003,0.0069953051960045,utilities,5
ICTUX,2004,0.0067428695493674,utilities,5
ICTUX,2005,0.0108006590890754,utilities,9
ICTUX,2006,0.0075684539715441,utilities,5
ICTUX,2007,0.0089982839435968,utilities,7
ICTUX,2008,0.0090398025436809,utilities,7
ICTUX,2009,0.0059093626080877,utilities,4
ICTUX,2010,0.0046705985024139,utilities,2
ICTUX,2011,0.0051151648562038,utilities,3
ICTUX,2012,0.0053352712938213,utilities,3
ICTUX,2013,0.0057325892843276,utilities,4
ICTUX,2014,0.0070372786162522,utilities,5
ICTUX,2015,0.0077585325543379,utilities,6
ICTUX,2016,0.010084196747023,utilities,8
ICTUX,2017,0.0064020016009973,utilities,4
ICTUX,2018,0.0085156765886634,utilities,6
ICTUX,2019,0.0061090920257803,utilities,4
ICTUX,2020,0.0149653212152717,utilities,10
ICTUX,2021,0.0072016267066043,utilities,5
ICTUX,2022,0.0097622467390644,utilities,8
ICTUX,2023,0.0086346208913872,utilities,7
ICTUX,2024,0.0088854201257783,utilities,7
ICTUX,2025,0.0101057038469307,utilities,8
MMUFX,1999,0.0084387186627565,utilities,6
MMUFX,2000,0.0117646132319222,utilities,10
MMUFX,2001,0.0084167724286483,utilities,6
MMUFX,2002,0.0083458421135674,utilities,6
MMUFX,2003,0.0044465675594224,utilities,2
MMUFX,2004,0.0038545246464752,utilities,1
MMUFX,2005,0.0044276617117725,utilities,2
MMUFX,2006,0.0042718304028727,utilities,1
MMUFX,2007,0.0059389464768428,utilities,4
MMUFX,2008,0.0116129899743386,utilities,10
MMUFX,2009,0.0068678527312164,utilities,5
MMUFX,2010,0.0044217075498812,utilities,2
MMUFX,2011,0.004086315229724,utilities,1
MMUFX,2012,0.0033762408258711,utilities,1
MMUFX,2013,0.0042726558102046,utilities,1
MMUFX,2014,0.0056763845457658,utilities,4
MMUFX,2015,0.0076774125309465,utilities,5
MMUFX,2016,0.0066653455102466,utilities,5
MMUFX,2017,0.0039476049464182,utilities,1
MMUFX,2018,0.005913488610314,utilities,4
MMUFX,2019,0.0055849781944215,utilities,3
MMUFX,2020,0.0103812965108903,utilities,9
MMUFX,2021,0.0071900823434015,utilities,5
MMUFX,2022,0.009920479875806,utilities,8
MMUFX,2023,0.0085430759810588,utilities,7
MMUFX,2024,0.00947589474397,utilities,8
MMUFX,2025,0.0093076405982537,utilities,7
PRUAX,1999,0.0082206569247329,utilities,6
PRUAX,2000,0.0157133109630157,utilities,10
PRUAX,2001,0.0112971523736884,utilities,9
PRUAX,2002,0.0097672485704124,utilities,8
PRUAX,2003,0.005377780613969,utilities,3
PRUAX,2004,0.0051843156186211,utilities,3
PRUAX,2005,0.0076837008309006,utilities,5
PRUAX,2006,0.019159254557367,utilities,10
PRUAX,2007,0.0162091004234844,utilities,10
PRUAX,2008,0.0126268919576956,utilities,10
PRUAX,2009,0.0064472981226446,utilities,4
PRUAX,2010,0.0045460938091718,utilities,2
PRUAX,2011,0.0043616561874951,utilities,1
PRUAX,2012,0.0035526773202956,utilities,1
PRUAX,2013,0.0039961633827905,utilities,1
PRUAX,2014,0.0181577861165562,utilities,10
PRUAX,2015,0.0098774371106412,utilities,8
PRUAX,2016,0.0080628556452207,utilities,6
PRUAX,2017,0.0051555042182411,utilities,3
PRUAX,2018,0.0083379494162454,utilities,6
PRUAX,2019,0.0070999956053832,utilities,5
PRUAX,2020,0.0112271634454926,utilities,9
PRUAX,2021,0.0116993628820517,utilities,10
PRUAX,2022,0.0097597689049862,utilities,8
PRUAX,2023,0.0092167704037883,utilities,7
PRUAX,2024,0.0112924753912938,utilities,9
PRUAX,2025,0.0107201563571132,utilities,9
